2025-10-28T21:21:57.000000000Z [inf]  Starting Container
2025-10-28T21:21:58.751630356Z [inf]  ======================================
2025-10-28T21:21:58.751644489Z [inf]  🚂 RAILWAY STARTUP SCRIPT
2025-10-28T21:21:58.751654470Z [inf]  ======================================
2025-10-28T21:21:58.751677214Z [inf]  Time: Tue Oct 28 21:21:57 UTC 2025
2025-10-28T21:21:58.751739575Z [inf]  
2025-10-28T21:21:58.751773819Z [inf]  🔄 Running database migrations with drizzle-kit...
2025-10-28T21:21:58.817307699Z [inf]  No config path provided, using default 'drizzle.config.ts'
2025-10-28T21:21:58.817315301Z [inf]  Reading config file '/app/drizzle.config.ts'
2025-10-28T21:21:59.592817801Z [inf]  Using 'pg' driver for database querying
2025-10-28T21:21:59.592839351Z [inf]  [⣷] Pulling schema from database...
2025-10-28T21:21:59.592848632Z [inf]  [2K[1G[⣯] Pulling schema from database...
2025-10-28T21:21:59.721865817Z [inf]  [2K[1G[⣟] Pulling schema from database...
2025-10-28T21:21:59.809645578Z [inf]  [2K[1G[⡿] Pulling schema from database...
2025-10-28T21:21:59.937102809Z [inf]  [2K[1G[⢿] Pulling schema from database...
2025-10-28T21:22:00.812611790Z [inf]  [2K[1G[⣯] Pulling schema from database...
2025-10-28T21:22:00.812626288Z [inf]  [2K[1G[⣟] Pulling schema from database...
2025-10-28T21:22:00.812634524Z [inf]  [2K[1G[⡿] Pulling schema from database...
2025-10-28T21:22:00.812688815Z [inf]  [2K[1G[⣻] Pulling schema from database...
2025-10-28T21:22:00.812696929Z [inf]  [2K[1G[⣽] Pulling schema from database...
2025-10-28T21:22:00.812704506Z [inf]  [2K[1G[⣷] Pulling schema from database...
2025-10-28T21:22:00.833857712Z [inf]  [2K[1G[⢿] Pulling schema from database...
2025-10-28T21:22:00.960428786Z [inf]  [2K[1G[⣻] Pulling schema from database...
2025-10-28T21:22:01.736547348Z [inf]  [2K[1G[⣽] Pulling schema from database...
2025-10-28T21:22:01.736564201Z [inf]  [2K[1G[⣷] Pulling schema from database...
2025-10-28T21:22:01.736589507Z [inf]  [2K[1G[⣯] Pulling schema from database...
2025-10-28T21:22:01.736598331Z [inf]  [2K[1G[⣟] Pulling schema from database...
2025-10-28T21:22:01.736605677Z [inf]  [2K[1G[⡿] Pulling schema from database...
2025-10-28T21:22:01.736613198Z [inf]  [2K[1G[⢿] Pulling schema from database...
2025-10-28T21:22:01.858855918Z [inf]  [2K[1G[⣻] Pulling schema from database...
2025-10-28T21:22:03.076415523Z [inf]  [2K[1G[⣽] Pulling schema from database...
2025-10-28T21:22:03.076421635Z [inf]  [2K[1G[✓] Pulling schema from database...
2025-10-28T21:22:03.076427760Z [inf]  [i] No changes detected
2025-10-28T21:22:03.076434471Z [inf]  
2025-10-28T21:22:03.076440923Z [inf]  ✅ Database migrations completed successfully!
2025-10-28T21:22:03.076446974Z [inf]  
2025-10-28T21:22:03.076455158Z [inf]  🚀 Starting Node.js application...
2025-10-28T21:22:03.772715137Z [inf]  🔍 Checking GitHub integration configuration...
2025-10-28T21:22:03.772721001Z [inf]  ✅ GitHub integration configured successfully
2025-10-28T21:22:03.772736420Z [inf]     - Repository: 6-7Development/archetype
2025-10-28T21:22:03.772746738Z [inf]     - Branch: main
2025-10-28T21:22:03.772753964Z [inf]     - Token: ✓ (configured)
2025-10-28T21:22:03.772759423Z [inf]     - Owner User ID: Not set (owner must be manually marked in database)
2025-10-28T21:22:03.772764110Z [inf]     - Maintenance mode: Available for owner
2025-10-28T21:22:03.772769490Z [inf]  
2025-10-28T21:22:03.773017806Z [inf]  [db] ✅ Added sslmode=no-verify to connection string for production
2025-10-28T21:22:03.773024777Z [inf]  [db] Environment: NODE_ENV=production, PORT=8080
2025-10-28T21:22:03.773030972Z [inf]  [db] Using DATABASE_URL: postgresql://***@postgres.railway.internal:5432/railway
2025-10-28T21:22:03.773035520Z [inf]  [db] Pool config: connectionTimeoutMillis=30000, max=20, ssl=enabled (rejectUnauthorized: false)
2025-10-28T21:22:03.773040299Z [inf]  [db] SSL Configuration: {"rejectUnauthorized":false}
2025-10-28T21:22:03.773044715Z [inf]  [db] Connection string includes SSL params: true
2025-10-28T21:22:03.773051516Z [inf]  [PERFORMANCE] System prompt base cached (21338 chars) - saves ~4KB per request
2025-10-28T21:22:03.773056914Z [inf]  [PLATFORM-HEALING] PROJECT_ROOT: /app
2025-10-28T21:22:03.773062577Z [inf]  [PERFORMANCE] Compression middleware enabled - responses will be 70-80% smaller
2025-10-28T21:22:03.773067167Z [inf]  📡 WebSocket server initialized at /ws
2025-10-28T21:22:03.773074037Z [inf]  [PLATFORM-HEALING] Session manager connected to WebSocket
2025-10-28T21:22:03.773091997Z [inf]  [PLATFORM-METRICS] Starting WebSocket broadcaster (5s intervals)
2025-10-28T21:22:03.773118923Z [inf]  [META-SYSOP-JOB-MANAGER] Initialized with WebSocket support
2025-10-28T21:22:03.773124590Z [inf]  [META-SYSOP-JOB-MANAGER] Job manager connected to WebSocket
2025-10-28T21:22:03.773130154Z [inf]  ✅ All routes registered successfully
2025-10-28T21:22:03.773138913Z [inf]  🔍 Testing database connection...
2025-10-28T21:22:03.773144111Z [inf]  9:22:03 PM [express] serving on port 8080
2025-10-28T21:22:03.773149251Z [inf]  🌐 Server accessible at http://0.0.0.0:8080
2025-10-28T21:22:03.773154040Z [inf]  ✅ Database connected successfully
2025-10-28T21:22:03.773159065Z [inf]  🔧 Auto-healing system ENABLED (production mode)
2025-10-28T21:22:03.773167275Z [inf]  
2025-10-28T21:24:55.661500312Z [inf]  9:24:52 PM [express] GET /api/deployment-info 200 in 5ms :: {"version":"1.0.0","commitHash":"08459cb…
2025-10-28T21:24:55.661568191Z [inf]  [DEPLOYMENT-INFO] Using Railway environment variables
2025-10-28T21:24:56.393986608Z [inf]  [AUTH] Login attempt for email: root@getdc360.com
