2025-10-28T02:16:55.000000000Z [inf]  Starting Container
2025-10-28T02:16:56.179078147Z [inf]  ======================================
2025-10-28T02:16:56.179082134Z [inf]  🚂 RAILWAY STARTUP SCRIPT
2025-10-28T02:16:56.179086804Z [inf]  ======================================
2025-10-28T02:16:56.179091839Z [inf]  Time: Tue Oct 28 02:16:55 UTC 2025
2025-10-28T02:16:56.179095832Z [inf]  
2025-10-28T02:16:56.179100072Z [inf]  🔄 Running database migrations with drizzle-kit...
2025-10-28T02:16:56.179103706Z [inf]  No config path provided, using default 'drizzle.config.ts'
2025-10-28T02:16:56.179107371Z [inf]  Reading config file '/app/drizzle.config.ts'
2025-10-28T02:16:56.224647727Z [inf]  Using 'pg' driver for database querying
2025-10-28T02:16:56.413020659Z [inf]  [⣷] Pulling schema from database...
2025-10-28T02:16:56.545684475Z [inf]  [2K[1G[⣯] Pulling schema from database...
2025-10-28T02:16:57.112131567Z [inf]  [2K[1G[⣟] Pulling schema from database...
2025-10-28T02:16:57.112139456Z [inf]  [2K[1G[⡿] Pulling schema from database...
2025-10-28T02:16:57.112146120Z [inf]  [2K[1G[⢿] Pulling schema from database...
2025-10-28T02:16:57.112152361Z [inf]  [2K[1G[⣻] Pulling schema from database...
2025-10-28T02:16:57.186193747Z [inf]  [2K[1G[⣽] Pulling schema from database...
2025-10-28T02:16:57.313395397Z [inf]  [2K[1G[⣷] Pulling schema from database...
2025-10-28T02:16:57.442909283Z [inf]  [2K[1G[⣯] Pulling schema from database...
2025-10-28T02:16:57.581143411Z [inf]  [2K[1G[⣟] Pulling schema from database...
2025-10-28T02:16:58.315746120Z [inf]  [2K[1G[⣻] Pulling schema from database...
2025-10-28T02:16:58.315791298Z [inf]  [2K[1G[⡿] Pulling schema from database...
2025-10-28T02:16:58.315798940Z [inf]  [2K[1G[⢿] Pulling schema from database...
2025-10-28T02:16:58.323629253Z [inf]  [2K[1G[⣽] Pulling schema from database...
2025-10-28T02:16:58.323737013Z [inf]  [2K[1G[⣷] Pulling schema from database...
2025-10-28T02:16:58.343668344Z [inf]  [2K[1G[⣯] Pulling schema from database...
2025-10-28T02:16:58.469257261Z [inf]  [2K[1G[⣟] Pulling schema from database...
2025-10-28T02:16:58.601054651Z [inf]  [2K[1G[⡿] Pulling schema from database...
2025-10-28T02:16:59.326050217Z [inf]  🚀 Starting Node.js application...
2025-10-28T02:16:59.326055321Z [inf]  [i] No changes detected
2025-10-28T02:16:59.326067220Z [inf]  
2025-10-28T02:16:59.326067491Z [inf]  [2K[1G[⢿] Pulling schema from database...
2025-10-28T02:16:59.326077119Z [inf]  [2K[1G[✓] Pulling schema from database...
2025-10-28T02:16:59.326077270Z [inf]  ✅ Database migrations completed successfully!
2025-10-28T02:16:59.326086332Z [inf]  
2025-10-28T02:17:00.409498504Z [inf]  [db] ✅ Added sslmode=no-verify to connection string for production
2025-10-28T02:17:00.412251116Z [inf]  [db] Environment: NODE_ENV=production, PORT=8080
2025-10-28T02:17:00.412255010Z [inf]  [db] Using DATABASE_URL: postgresql://***@postgres.railway.internal:5432/railway
2025-10-28T02:17:00.412299563Z [inf]  [db] Pool config: connectionTimeoutMillis=30000, max=20, ssl=enabled (rejectUnauthorized: false)
2025-10-28T02:17:00.412359895Z [inf]  [db] SSL Configuration: {"rejectUnauthorized":false}
2025-10-28T02:17:00.412366547Z [inf]  [db] Connection string includes SSL params: true
2025-10-28T02:17:00.423129874Z [inf]  [PERFORMANCE] System prompt base cached (21338 chars) - saves ~4KB per request
2025-10-28T02:17:00.427058229Z [inf]  [PLATFORM-HEALING] PROJECT_ROOT: /app
2025-10-28T02:17:00.433026385Z [inf]  [PERFORMANCE] Compression middleware enabled - responses will be 70-80% smaller
2025-10-28T02:17:00.439365972Z [inf]  📡 WebSocket server initialized at /ws
2025-10-28T02:17:00.439375890Z [inf]  [PLATFORM-HEALING] Session manager connected to WebSocket
2025-10-28T02:17:00.443664352Z [inf]  [PLATFORM-METRICS] Starting WebSocket broadcaster (5s intervals)
2025-10-28T02:17:00.459020670Z [inf]  ✅ All routes registered successfully
2025-10-28T02:17:00.459027633Z [inf]  🔍 Testing database connection...
2025-10-28T02:17:00.518732067Z [inf]  2:17:00 AM [express] serving on port 8080
2025-10-28T02:17:00.518744210Z [inf]  🌐 Server accessible at http://0.0.0.0:8080
2025-10-28T02:17:00.650522423Z [inf]     - Branch: main
2025-10-28T02:17:00.650532614Z [inf]     - Token: ✓ (configured)
2025-10-28T02:17:00.650540729Z [inf]     - Owner User ID: Not set (owner must be manually marked in database)
2025-10-28T02:17:00.650550236Z [inf]     - Maintenance mode: Available for owner
2025-10-28T02:17:00.650561288Z [inf]  
2025-10-28T02:17:00.650566931Z [inf]  ✅ Database connected successfully
2025-10-28T02:17:00.650578152Z [inf]  🔍 Checking GitHub integration configuration...
2025-10-28T02:17:00.650589156Z [inf]  🔧 Auto-healing system ENABLED (production mode)
2025-10-28T02:17:00.650591629Z [inf]  ✅ GitHub integration configured successfully
2025-10-28T02:17:00.650601226Z [inf]     - Repository: 6-7Development/archetype
2025-10-28T02:17:00.650614639Z [inf]  
2025-10-28T02:17:03.294746738Z [inf]  ✅ WebSocket client connected
