2025-10-27T03:56:34.000000000Z [inf]  Starting Container
2025-10-27T03:56:34.979525220Z [inf]  Time: Mon Oct 27 03:56:34 UTC 2025
2025-10-27T03:56:34.979541566Z [inf]  
2025-10-27T03:56:34.979556687Z [inf]  🔄 Running database migrations with drizzle-kit...
2025-10-27T03:56:34.979668896Z [inf]  ======================================
2025-10-27T03:56:34.979680413Z [inf]  🚂 RAILWAY STARTUP SCRIPT
2025-10-27T03:56:34.979695852Z [inf]  ======================================
2025-10-27T03:56:35.490950348Z [inf]  No config path provided, using default 'drizzle.config.ts'
2025-10-27T03:56:35.490979565Z [inf]  Reading config file '/app/drizzle.config.ts'
2025-10-27T03:56:36.032355245Z [inf]  Using 'pg' driver for database querying
2025-10-27T03:56:36.242579503Z [inf]  [⣷] Pulling schema from database...
2025-10-27T03:56:36.362763414Z [inf]  [2K[1G[⣯] Pulling schema from database...
2025-10-27T03:56:36.486506073Z [inf]  [2K[1G[⣟] Pulling schema from database...
2025-10-27T03:56:36.612842258Z [inf]  [2K[1G[⡿] Pulling schema from database...
2025-10-27T03:56:36.772795680Z [inf]  [2K[1G[⢿] Pulling schema from database...
2025-10-27T03:56:36.976009175Z [inf]  [2K[1G[⣻] Pulling schema from database...
2025-10-27T03:56:37.003763974Z [inf]  [2K[1G[⣽] Pulling schema from database...
2025-10-27T03:56:37.129452261Z [inf]  [2K[1G[⣷] Pulling schema from database...
2025-10-27T03:56:37.256693554Z [inf]  [2K[1G[⣯] Pulling schema from database...
2025-10-27T03:56:37.383619589Z [inf]  [2K[1G[⣟] Pulling schema from database...
2025-10-27T03:56:37.524506608Z [inf]  [2K[1G[⡿] Pulling schema from database...
2025-10-27T03:56:37.649605513Z [inf]  [2K[1G[⢿] Pulling schema from database...
2025-10-27T03:56:37.775088753Z [inf]  [2K[1G[⣻] Pulling schema from database...
2025-10-27T03:56:37.967753095Z [inf]  [2K[1G[⣽] Pulling schema from database...
2025-10-27T03:56:38.044249994Z [inf]  [2K[1G[⣷] Pulling schema from database...
2025-10-27T03:56:38.161883128Z [inf]  [2K[1G[⣯] Pulling schema from database...
2025-10-27T03:56:38.284629862Z [inf]  [2K[1G[⣟] Pulling schema from database...
2025-10-27T03:56:38.409183857Z [inf]  [2K[1G[⡿] Pulling schema from database...
2025-10-27T03:56:38.538912443Z [inf]  [2K[1G[⢿] Pulling schema from database...
2025-10-27T03:56:38.556777897Z [inf]  [2K[1G[✓] Pulling schema from database...
2025-10-27T03:56:38.720878737Z [inf]  [i] No changes detected
2025-10-27T03:56:38.782143132Z [inf]  
2025-10-27T03:56:38.782159890Z [inf]  ✅ Database migrations completed successfully!
2025-10-27T03:56:38.782171562Z [inf]  
2025-10-27T03:56:38.782183613Z [inf]  🚀 Starting Node.js application...
2025-10-27T03:56:40.359670539Z [inf]  [db] ✅ Added sslmode=no-verify to connection string for production
2025-10-27T03:56:40.359684972Z [inf]  [db] Environment: NODE_ENV=production, PORT=8080
2025-10-27T03:56:40.359699655Z [inf]  [db] Using DATABASE_URL: postgresql://***@postgres.railway.internal:5432/railway
2025-10-27T03:56:40.359714746Z [inf]  [db] Pool config: connectionTimeoutMillis=30000, max=20, ssl=enabled (rejectUnauthorized: false)
2025-10-27T03:56:40.359729033Z [inf]  [db] SSL Configuration: {"rejectUnauthorized":false}
2025-10-27T03:56:40.359743295Z [inf]  [db] Connection string includes SSL params: true
2025-10-27T03:56:40.367880718Z [inf]  [PERFORMANCE] System prompt base cached (21338 chars) - saves ~4KB per request
2025-10-27T03:56:40.367894302Z [inf]  [PLATFORM-HEALING] PROJECT_ROOT: /app
2025-10-27T03:56:40.377679532Z [inf]  [PERFORMANCE] Compression middleware enabled - responses will be 70-80% smaller
2025-10-27T03:56:40.380704125Z [inf]  📡 WebSocket server initialized at /ws
2025-10-27T03:56:40.380727016Z [inf]  [PLATFORM-HEALING] Session manager connected to WebSocket
2025-10-27T03:56:40.380748432Z [inf]  [PLATFORM-METRICS] Starting WebSocket broadcaster (5s intervals)
2025-10-27T03:56:40.394631764Z [inf]  ✅ All routes registered successfully
